ID,Date,Company,Title,Location,Link,Description,Level,Type,Function,Industry
urn:li:jobPosting:3274713572,2022-08-25,Fator WoW!,Engenheiro de dados,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/engenheiro-de-dados-at-fator-wow%21-3274713572?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=EubNGXnYx3llZ6RLfD%2Fn%2FA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3280382851,2022-09-20,Oowlish,Data Engineer - Online Job,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/data-engineer-online-job-at-oowlish-3280382851?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=7VZzj9nnjOwZxZqM8UmzuQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3254129701,2022-09-09,Pieta.tech,Desenvolvedor Júnior,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-j%C3%BAnior-at-pieta-tech-3254129701?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=hycnuq49O8YIvvpc8lnt%2FQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3266600106,2022-09-12,DOJO - Smart Ways,Data Engineer (PL / SR),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/data-engineer-pl-sr-at-dojo-smart-ways-3266600106?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=d9QzEQ0M2R1NRpEWeNd%2F9w%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3282147957,2022-09-22,RD Station,Pessoa Engenheira de Dados | Data Platform,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/pessoa-engenheira-de-dados-data-platform-at-rd-station-3282147957?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=wSyHBTIQvPGF6%2B8sPbIfuw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3281608116,2022-09-22,Directa Automação,Desenvolvedor,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-at-directa-automa%C3%A7%C3%A3o-3281608116?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=iTBgPgRgouBiBimQS6KtHQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3234565064,2022-08-22,Fivelabs,Desenvolvedor FullStack Jr,"São José, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-fullstack-jr-at-fivelabs-3234565064?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=KLoG9XhCKKY1NbsJUthxIw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3283661340,2022-08-28,ServerDo.in,Desenvolvedor PHP Com Experiência Em Wordpress (Presencial),"São José, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-php-com-experi%C3%AAncia-em-wordpress-presencial-at-serverdo-in-3283661340?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=AStwLj8Zak0n3bCh4kvMAw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3282312095,2022-09-22,Incentiv.me,Backend- Pleno (PJ),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/backend-pleno-pj-at-incentiv-me-3282312095?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=EhS5TCwf%2FZsfjmP37%2BVYRg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3182146551,2022-07-21,Canonical,Software Engineer - Data Platform,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/software-engineer-data-platform-at-canonical-3182146551?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=ZuF0TI%2B13xu4ig%2B7%2FWqH2g%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3277986718,2022-09-21,Oowlish,Wordpress/Shopify Engineer - Remote Work,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/wordpress-shopify-engineer-remote-work-at-oowlish-3277986718?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=rdYFVlXAUFHccqUL5q04Qg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3278937176,2022-08-28,OZmap,[BANCO DE TALENTOS] ESTÁGIO EM DESENVOLVIMENTO (QA),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/banco-de-talentos-est%C3%A1gio-em-desenvolvimento-qa-at-ozmap-3278937176?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=CGZH7L%2BGhLVEhbEdkMUPlw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3254125927,2022-09-09,Pieta.tech,Desenvolvedor Pleno,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-pleno-at-pieta-tech-3254125927?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=UZpPApr085rGQP1%2BMIfnHw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3237158734,2022-08-25,Mercado Livre Brasil,Data Scientist - Mercado Envios,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/data-scientist-mercado-envios-at-mercado-livre-3237158734?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=oXY%2F5DvDYIptGvdUblMO8w%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3260532306,2022-09-08,RD Station,Pessoa Engenheira de Software Backend - Internal Systems,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/pessoa-engenheira-de-software-backend-internal-systems-at-rd-station-3260532306?refId=lOGmTxkQVSghHlJwLMxneg%3D%3D&trackingId=u8YhdyunYgAaf4ZLv0pxAg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3242350195,2022-08-29,Mercado Livre Brasil,Desenvolvedora / Desenvolvedor Júnior de Frontend para Bootcamp de Tecnologia,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedora-desenvolvedor-j%C3%BAnior-de-frontend-para-bootcamp-de-tecnologia-at-mercado-livre-3242350195?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=vKiu%2FVvs%2FsIg4%2F%2FF5xFzFA%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3260074209,2022-09-13,CheckStore,Desenvolvedor Front-end Junior,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-front-end-junior-at-checkstore-3260074209?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=usZO4qrM%2FV5prWMKNKOywA%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3249525166,2022-09-02,Canonical,Kernel Resilience Engineer - Canonical Ubuntu,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/kernel-resilience-engineer-canonical-ubuntu-at-canonical-3249525166?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=UG2CkwyE7lwWbjk6MTpHlA%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3180142978,2022-07-21,Oowlish,DevOps Engineer - Work from home,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/devops-engineer-work-from-home-at-oowlish-3180142978?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=jeS7HVzIj8acr16dKLTOCQ%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3260170603,2022-09-09,Mercado Livre Brasil,Software Engineer,Greater Florianopolis,https://br.linkedin.com/jobs/view/software-engineer-at-mercado-livre-3260170603?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=0kwPYiFv%2BilKuAJLFoqo3w%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3278972143,2022-09-02,DOT Digital Group,Desenvolvedor(a) PHP - Node,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-a-php-node-at-dot-digital-group-3278972143?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=wUCBsX%2F3Gkuthp2Ga878Aw%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3267297000,2022-08-19,Fundação CERTI,Pessoa Desenvolvedora de Software - LabFaber,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/pessoa-desenvolvedora-de-software-labfaber-at-funda%C3%A7%C3%A3o-certi-3267297000?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=GRYHfzMj8c2AV64XsBYlRQ%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3277944449,2022-09-21,Oowlish,Python Software Programmer - Work from Home,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/python-software-programmer-work-from-home-at-oowlish-3277944449?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=FYfptZ2PJyZ1JUaB%2Bm8Bbw%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3244824720,2022-08-29,CALCARD ADMINISTRADORA DE CARTÕES LTDA.,DevOps Engineer,"São José, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/devops-engineer-at-ouze-3244824720?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=O8c2m7mb2O9Gnjc7Ee1F7A%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3259496398,2022-09-08,Zipdev,Python Software Engineer,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/python-software-engineer-at-zipdev-3259496398?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=852U9%2BqalWC8qtRSn50AHA%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3278936318,2022-08-28,OZmap,Desenvolvedor Pleno,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-pleno-at-ozmap-3278936318?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=npCxqNYPkpFWLWp0bmRyNQ%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3182148397,2022-07-21,Canonical,Python Software Engineer - Networking/Telco,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/python-software-engineer-networking-telco-at-canonical-3182148397?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=j0KqAbv%2FfUwI9qm98z06wA%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3200161935,2022-07-07,Canonical,Software Engineer (Python/Linux/Packaging),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/software-engineer-python-linux-packaging-at-canonical-3200161935?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=hmRSLJmdLSgLDOTLVks1RA%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3255770558,2022-08-12,NEXTI,Desenvolvedor Back-end Pleno (remoto),"São José, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-back-end-pleno-remoto-at-nexti-3255770558?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=yB%2FTFs26bncuNe0g%2FxuVew%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3254130099,2022-09-09,Dynamox,DESENVOLVEDOR FRONT-END SÊNIOR,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-front-end-s%C3%AAnior-at-dynamox-3254130099?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=6AlD32FVIMKN1Pk9YKmT5g%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3254129090,2022-09-09,Dynamox,DESENVOLVEDOR DE HARDWARE E SOFTWARE,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-de-hardware-e-software-at-dynamox-3254129090?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=ZLANIrddLYIxkgu1LooqdQ%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3254127999,2022-09-09,Seventh,Desenvolvedor C# Back End,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-c%23-back-end-at-seventh-3254127999?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=SmGs%2BGJsQ%2BfIrqLdl84Deg%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3012269102,2022-04-07,Oowlish,DevOps engineer - online job,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/devops-engineer-online-job-at-oowlish-3012269102?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=p5FlumZ9AYLvmpohVGBOHA%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3255029099,2022-08-11,NEXTI,Desenvolvedor Fullstack (remoto),"São José, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-fullstack-remoto-at-nexti-3255029099?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=5G%2BDyPUifAl0VWIFR22WpA%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3254130949,2022-09-09,Seventh,Desenvolvedor Front End,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-front-end-at-seventh-3254130949?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=EE5v3p71PKJaSGC5240UNg%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3254127973,2022-09-09,REIVAX S/A Automação e Controle,Desenvolvedor de Software (P&D),"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-de-software-p-d-at-reivax-s-a-automa%C3%A7%C3%A3o-e-controle-3254127973?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=BZ7zwZpg%2FpcCKXw27s8ipQ%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3260070575,2022-09-13,Seventh,Desenvolvedor - Flutter,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-flutter-at-seventh-3260070575?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=Cm2RSgVt0uPEqJo6MHMy7w%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3281676025,2022-09-22,Robox - Parting Expertise,Desenvolvedor C++,"Palhoça, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-c%2B%2B-at-robox-parking-expertise-3281676025?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=WLepbtJfVWQmAUk7bBscfA%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3282053708,2022-08-27,Blendus Tecnologia | Gestor IDSS - Qualificação TISS,Desenvolvedor Front End,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-front-end-at-blendus-tecnologia-gestor-idss-qualifica%C3%A7%C3%A3o-tiss-3282053708?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=iVr8cfEF3BzTxRTmyB8%2FZg%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3237164128,2022-08-25,Mercado Livre Brasil,Engenheira/ Engenheiro de Software de Backend para Tecnologia,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/engenheira-engenheiro-de-software-de-backend-para-tecnologia-at-mercado-livre-3237164128?refId=koMiccN4fNZ8wPZtKBd%2FFA%3D%3D&trackingId=9WwjG16vV46vlk6VVzaIFA%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3279250238,2022-09-22,Dynamox,DESENVOLVEDOR FRONT-END JÚNIOR,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-front-end-j%C3%BAnior-at-dynamox-3279250238?refId=nUj8gU65s6qOuadbLXqbig%3D%3D&trackingId=r2eWps3m5jNSoTVEkaNW1Q%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3271640118,2022-09-16,Oowlish,Ruby on Rails Developer - Work from home,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/ruby-on-rails-developer-work-from-home-at-oowlish-3271640118?refId=nUj8gU65s6qOuadbLXqbig%3D%3D&trackingId=%2Fcn7S4T4dPwuFoJLfwrA0w%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3273591855,2022-09-16,ExamRoom.AI,Desenvolvedor .Net,Greater Florianopolis,https://br.linkedin.com/jobs/view/desenvolvedor-net-at-examroom-ai-3273591855?refId=nUj8gU65s6qOuadbLXqbig%3D%3D&trackingId=cWkCj5k6YpwnKkIXcnqa4w%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3217136979,2022-08-11,Oowlish,Site Reliability Engineer- Work from home,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/site-reliability-engineer-work-from-home-at-oowlish-3217136979?refId=nUj8gU65s6qOuadbLXqbig%3D%3D&trackingId=c%2B7Wi6jblvpLr70usju4OA%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3213636941,2022-08-09,Franq Open Banking,Pessoa Engenheira de Software Python - Foco em Integrações,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/pessoa-engenheira-de-software-python-foco-em-integra%C3%A7%C3%B5es-at-franq-open-banking-3213636941?refId=nUj8gU65s6qOuadbLXqbig%3D%3D&trackingId=BAwtqYUTtRKrN6VBbk5Wpw%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3239676236,2022-08-01,Agriness,Desenvolvedor(a) Delphi Pleno,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-a-delphi-pleno-at-agriness-3239676236?refId=nUj8gU65s6qOuadbLXqbig%3D%3D&trackingId=KbXYdNFMbhV47KLkPaw%2F8w%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3257030153,2022-08-17,ESSS,Desenvolvedor de Software Python,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-de-software-python-at-esss-3257030153?refId=nUj8gU65s6qOuadbLXqbig%3D%3D&trackingId=OhRB2SKROBAHkwYlFmVcag%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3251111456,2022-09-02,Ponyhof Leiting,Desenvolvedor C++ SR,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-c%2B%2B-sr-at-ponyhof-leiting-3251111456?refId=nUj8gU65s6qOuadbLXqbig%3D%3D&trackingId=ID1VV2T4JeroksoruRtbwg%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3282142814,2022-08-28,Canonical,Sustaining Operations Engineer,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/sustaining-operations-engineer-at-canonical-3282142814?refId=nUj8gU65s6qOuadbLXqbig%3D%3D&trackingId=e05bba%2Bmz2IXMLCMGjwruQ%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3097302079,2022-05-06,GE Renewable Energy,Full Stack Software Engineer,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/full-stack-software-engineer-at-ge-renewable-energy-3097302079?refId=nUj8gU65s6qOuadbLXqbig%3D%3D&trackingId=VH60QEZ%2FOtK02KaK%2FoR6HA%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card, , , , , 
urn:li:jobPosting:3279247634,2022-09-22,AltoQi,Desenvolvedor Full Stack,"Florianópolis, Santa Catarina, Brazil",https://br.linkedin.com/jobs/view/desenvolvedor-full-stack-at-altoqi-3279247634?refId=nUj8gU65s6qOuadbLXqbig%3D%3D&trackingId=hNLnaPK50mcgDIuHyTaKDg%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card, , , , , 
